Location,Name,Date,ID,Prize
,Plantronics CS:GO UK Open,2014-06-26,1399,
,Fulcrum Gamers League,2015-11-26,2032,
,FACEIT League NA Season 2,2014-09-04,1471,
,Alienware Area 51 Cup #2,2015-05-29,1783,
Online,German Clash Season 1 Finals,2017-04-15,2799,"$4,243"
,ESL ESEA Pro League Season 2 Relegation,2015-12-16,2085,
,ESL DGB Spring 2015 Cup #1,2015-02-23,1672,
,Go4CS:GO Cup #121,2014-11-16,1546,
Online,Liga PRO Alienware GamersClub FEB/17,2017-03-07,2712,"$1,600"
"Busan, South Korea",IeSF World Championship 2017,2017-11-08,3069,"$17,978"
Online (North America),CyberPowerPC Extreme Gaming Series Fall 2017,2017-09-30,3225,"$15,000"
,Go4CS:GO Cup #63,2013-09-29,1215,
,DreamHack Summer 2013 IOS Qual.,2013-06-01,1145,
,Mettlestate Exhibition Match,2017-03-01,2704,"$3,815"
"Minsk, Belarus",StarLadder Regional Minor Championship CIS,2016-01-22,2077,"$50,000"
,ESWC 2014 Female,2014-10-30,1529,
,WESG 2016 Thailand,0,2509,
"Prague, Czech Republic",ROG COOL League Season 1 LAN Finals,2017-04-01,2764,"$1,793"
Online,PGL Regional Minor Championship Europe - ELEAGUE Major 2017 - Qualifier 1,2016-10-18,2526,
"Beijing, China",Pro Gamers League 2016 Spring,2016-04-22,2227,
,ESEA Open Season 23 Oceania,0,2604,
Online (EU &amp; CIS),Stream.me Gauntlet: CIS vs EU,2017-02-21,2694,"$1,500"
,ESL One Katowice 2015 European Qualifier #1,2015-01-27,1640,
,Acer Predator Masters powered by Intel Season 1,2015-05-04,1744,
Online (Europe),Skinhub Season 2,2017-10-11,3228,"$10,000"
,Gaming.dk League by SteelSeries Season 9 Finals,2014-06-07,1382,
Online (Oceania),eXTREMESLAND 2017 ANZ Closed Qualifier,2017-08-05,2971,
"São Paulo, Brazil",ESL Pro League Season 4 Finals,2016-10-26,2306,"$600,000"
"Kettering, UK",epic.SEVENTEEN,2016-02-21,2154,"$4,200"
,WESG 2016 North &amp; West Africa,2016-08-14,2375,
"Paris, France",ESL National Championship France Summer 2017,2017-07-01,2940,"$16,703"
,Caseking of the Hill #3,2014-07-30,1440,
Online,Liga PRO GamersClub - NOV/16,2016-12-12,2622,$800
,EMS One Katowice European Finals,2014-02-25,1321,
,Global Offensive Champions League Season 4,2016-08-22,2269,"$5,000"
Online (NA),ESEA MDL Season 26 North America,2017-09-26,3048,
,ESEA MDL Season 23 North America,2016-11-17,2578,"$5,000"
,DreamHack Winter 2013 BYOC,2013-11-28,1272,
,ESEA Invite Season 15 North America,2013-10-16,1242,
"Mykonos, Greece",ESG Tour Mykonos 2017,2017-09-07,3061,"$235,000"
,MLG X Games Championship Qualifier #1 Europe,2014-12-17,1589,
"Bengaluru, India",ROG MASTERS 2017 South Asia Regional Finals,2017-08-18,3026,"$7,795"
,WCA Season 2 China Qualifier,0,2284,
,ESEA Open Season 13 Playoffs,2013-03-18,1083,
Online,Operation: Kinguin #2,2016-01-18,2119,"$20,000"
"Sofia, Bulgaria",ESWC 2016 Bulgaria,2016-09-03,2379,"$2,864"
Online,D!ngIT $2000 Weekly Cup #16,2015-09-07,1927,"$2,000"
Online (NA),DreamHack Open Valencia 2017 North America Closed Qualifier,2017-06-25,2947,
"Sydney, Australia",Azubu Australian Masters,2014-11-07,1532,"$6,000"
,RGN Summer&apos;s End Tournament,2014-11-10,1534,
,ESL Pro League Season 3 Relegation,2016-05-25,2264,
Online,Rising Tornado #5,2015-10-03,1961,$500
,ESWC 2013 Ukraine,2013-10-06,1226,
Online (Chile),ROG MASTERS 2017 Chile Open Qualifier,2017-07-10,2983,
,AlienTech CS:GO TiTans II Finals,0,2299,
,ESL Brazil Premier League #2,2016-08-27,2388,"$4,650"
,TECHLABS Cup 2013 Grand Final,2013-11-16,1265,
Online,E-Sports Festival CS:GO Tournament Closed Qualifier,2016-08-02,2344,
Santa Ana,Esports Arena Showdown III,2017-02-04,2678,"$3,200"
,xfunction Challenger 2,2015-09-27,1945,
,HTC 1v1 Invitational by PGL,0,2225,
Online,ESEA Main Season 24 Europe,2017-04-09,2782,"$8,500"
,WESG 2016 Philippines,0,2473,
,ESL Pro League Winter 2014/15 UK Qualifier,2014-11-12,1540,
Online,QuickShot Arena #8,2015-09-23,1948,"$2,000"
,ESL ESEA Pro League Season 1 Relegation,2015-08-10,1876,
,IN League Season 2,2013-05-13,1127,
"Bucharest, Romania",PGL Season 1 Finals,2015-10-02,1886,"$85,000"
Online,ESL One Cologne 2017 - Europe Qualifier 1,2017-04-22,2790,
,ESWC 2014 India,2014-10-07,1510,
,FACEIT March Championship 2014,2014-03-26,1337,
,European Championship 2014 Qualification Round 1,2014-08-12,1449,
Online (Brazil),WESG 2017 Brazil,2017-11-07,3325,
Online (Australia),AOC CyberGamer Premier League Spring 2017,2017-09-03,3129,
,Razer Rising Stars SEA League Qualifiers,0,2194,
Online (Australia),ZEN League Season 2 ANZ Closed Qualifier,2017-09-05,3158,
,"WESG 2016 Taiwan, Hong Kong &amp; Macau",0,2486,
Online (EU),CBE 2017 Europe Open Qualifier #3,2017-07-30,3027,"$1,175"
,BenQ All-Star Showmatch #6,2015-07-08,1839,
,IEM Katowice 2017 EU Closed Qualifier,2017-02-04,2655,
CIS (Online),CIS Minor Last Chance Qualifier - ELEAGUE Major 2018,2017-10-14,3281,
,ESL One New York 2016 Europe Qualifier,2016-09-04,2412,
Online,UK Masters Season 2,2016-12-03,2592,"$4,250"
,Svecup Norrköping Qualifier #1 ,2013-03-09,1079,
Online (EU),ECS Season 4 EU Development League,2017-08-29,3055,
,PGL Season 1 Replacement Qualifier,2015-08-26,1902,
Online (Australia),IeSF 2017 Australian Closed Qualifier,2017-08-13,3083,
,CEVO Main Season 7,2015-05-14,1745,
,IEM Taipei 2016 Chinese Qualifier,2016-01-12,2108,
Online,QuickShot Arena #6,2015-09-09,1930,"$2,000"
,Insomnia 50,2013-12-02,1273,
,CEVO Professional Season 6,2014-12-11,1577,
,ELEAGUE Season 2 North America Closed Qualifier,2016-09-14,2406,
Stockholm,Ownit CS:GO Challenge,2016-10-15,2518,"$5,670"
"Moscow, Russia",WESG 2017 Russia LAN Female,2017-10-21,3303,$400
"Kiev, Ukraine",WESG 2016 Europe &amp; CIS Regional Finals,2016-10-06,2390,"$75,000"
,Game On Asian Invitational,2015-12-13,2074,
Online,Liga PRO GamersClub - DEC/16,2017-01-09,2646,$800
,CSHR Championship Season 2,2015-10-04,1965,
Online (EU &amp; CIS),Stream.me Gauntlet: CIS vs EU #5,2017-05-09,2851,"$1,500"
"Atlanta, Georgia, USA",ELEAGUE Major 2017,2017-01-22,2471,"$1,000,000"
Online,ESL Pro League Season 5 Europe,2017-02-07,2638,"$125,000"
Online (Germany),WESG 2017 Germany,2017-09-29,3156,
Online,Binary Dragons Cup 4,2017-03-06,2710,"$2,200"
,CEVO Professional Season 6 Placement,2014-11-19,1552,
Online,Global Offensive Champions League Season 3,2016-03-09,2165,"$20,000"
,EIZO Challenge 2014,2014-07-31,1441,
,ESWC 2015 CIS,2015-06-18,1816,
,Game On Invitational,2015-11-15,2015,
,eSports Arena Inaugural $5k Open ,2015-09-21,1947,
Online,G:loot Cup Summer 2017 Qualifier 3,2017-08-10,3071,
,D!ngIT $2000 Weekly Cup #11,2015-08-13,1872,
"Busan, South Korea",WEGL 2017 Super Fight Invitational,2017-11-17,3355,"$53,580"
"Copenhagen, Denmark",BLAST Pro Series Copenhagen 2017,2017-11-24,2998,"$250,000"
,FACEIT Cup September 2013,2013-10-15,1240,
"Kiev, Ukraine",SLTV StarSeries XII Finals,2015-03-27,1605,"$38,000"
,CS Select #5,2015-04-01,1708,
,Yoggi Yalla Cup,0,2199,
,nAvTV Sunday Series March Cup 2015,2015-03-22,1700,
,ELEAGUE Road to Vegas Closed EU Qualifier,2015-12-15,2081,
,99Damage Arena #13,2015-08-29,1905,
,99Damage Masters,2015-02-05,1630,"$10,000"
Online,WCA 2017 North America Finals,2017-10-28,2938,"$18,450"
,CEVO Professional Season 4,2014-03-03,1324,
,ESWC 2013 France Pre-Qual. #1,2013-09-12,1198,
,D!ngIT $2000 Weekly Cup #28,2015-11-30,2041,
,CS Select #21,2015-08-01,1864,
,BOT World Championship 2015,2015-04-01,1709,
"Toronto, Canada",Northern Arena 2016 - Toronto,2016-09-01,2285,"$100,000"
Online,Douyu CS:GO Asia Invitational,2017-04-24,2825,"$4,067"
Online (Asia),Razer Rising Stars South-East Asian League,2017-03-07,2711,"$11,000"
"Teresina, Piauí, Brazil",BSL Nordeste,2017-06-23,2959,"$1,500"
"Paris, France",ESWC 2017,2017-11-02,3232,"$59,000"
,DreamHack Open Summer 2015 Closed Qualifier,2015-05-30,1787,
,AMD Sapphire CS:GO Invitational,2012-12-01,1025,
Online,WESG 2016 Russia,2016-09-24,2460,
Online,AlienTech CS:GO European Cup I,2015-08-31,1911,"$1,500"
,5eplay Steelseries League Season 3,2014-07-13,1417,
,Millenium Showmatch #5,2015-01-16,1631,
Online (Europe),WESG 2017 South-East CIS &amp; Turkey,2017-10-03,3234,
,Slovak Championship 2016,0,2487,
"Sydney, Australia",IEM Sydney 2017,2017-05-03,2713,"$200,000"
Online,ESEA Main Season 24 North America,2017-04-12,2789,"$9,000"
Online,Mineski Shootout Season II,2016-02-04,2134,
"Moscow, Russia",Binary Dragons Prestige LAN,2017-08-26,3093,"$10,000"
,QuickShot Arena #14,2015-11-11,2010,
Online (NA),DreamHack Masters Malmö 2017 North America Closed Qualifier,2017-07-11,2902,
,Fragbite Masters Qualifier #3,2013-11-14,1262,
Sofia,Let&apos;s Play Spring,2017-03-11,2718,"$3,695"
,HTC Reborn Invitational,2015-06-06,1795,
Online,Hellcase Cup 2 Closed Qualifier,2017-01-30,2667,
,Friday Night Frags by Strafe App,2015-03-06,1683,
,G2A.com December Cup Powered by FACEIT NA,2014-12-19,1564,
,ESEA Invite Season 16 North America,2014-04-15,1346,
Online,Rising Stars South America Promotional Cup,2016-04-23,2226,"$1,000"
Online,ROG MASTERS 2017 United States Open Qualifier,2017-07-20,2987,
,ESEA Invite Season 16 All-Star,2014-06-27,1397,
,SLTV ProSeries V,2013-03-23,1091,
Online,xfunction Challenge,2016-05-03,2238,
,BOT World Championship 2014,2014-04-05,1339,
,ESWC 2013 France,2013-10-30,1250,
,Balkan Superleague,2015-04-14,1714,
,PGL KeSPA Minor China Qualifier,2016-04-09,2204,
"Copenhagen, Denmark",Copenhagen Games 2016 BYOC Qualifier,2016-03-24,2191,
,99Damage Masters #2,2015-06-23,1822,
,Personal Gamer,0,2178,
,ESL UK Community Challenge S1 Cup #4,2014-05-27,1374,
,ESWC 2016 Portugal,0,2347,
,ESEA BenQ S18 NA Pre-Season Tournament,2015-01-04,1626,
Online,Over The Limits Cup #1,2017-04-23,2816,"$2,000"
,Svecup Västerås Qualifier #2,2013-05-10,1124,
Online,CS:GO Super League 2017 - Spring Season,2017-04-20,2815,
"Belgrade, Serbia",The Adria Masters Season 1 Finals,2017-05-27,2834,"$5,000"
,RGN Spring Classic,2015-05-07,1735,
,Voronezh Cup Qualifier #3,2014-03-30,1338,
"Birmingham, United Kingdom",Gfinity 2015 Champion of Champions,2015-09-26,1621,"$100,000"
"Beirut, Lebanon",GROUND ZERO - Summer 2016,2016-08-21,2385,"$2,500"
Online,DreamHack Open Cluj-Napoca 2015 EU pre-qualifier #1,2015-09-05,1914,
Online (NA),DreamHack Masters Malmö 2017 North America Open Qualifier,2017-07-09,2901,
Online,UnderDogs #2,2016-02-15,2145,
,PGL eGG Minor India &amp; Middle-East Qualifier,2016-10-15,2521,
,EMS One Katowice CIS Qualifier Cup #1,2014-01-12,1285,
Online,D!ngIT $2000 Weekly Cup #15,2015-08-31,1912,"$2,000"
"Kuala Lumpur, Malaysia",IeSF 2017 Malaysian Qualifier,2017-08-27,3125,
,Rising Tornado #1,2015-06-02,1794,
"Austin, Texas, USA",DreamHack Austin 2016,2016-05-06,1954,"$100,000"
,xfunction Iberian Cup by hitbox,2015-03-10,1689,
,EPICENTER: Moscow EU Closed Qualifier,2016-08-28,2395,"$5,000"
,QuickShot Arena #2,2015-08-12,1887,
,Virtus.pro Staff Cup #2,2015-05-20,1765,
Online,ESL South East Europe Championship Season 5,2017-05-04,2843,
,EMS One Katowice CIS Qualifier Cup #4,2014-02-07,1305,
"Belgrade, Serbia",Serbian First League S1 LAN Finals,2016-09-04,2351,"$1,000"
,Global Grand Masters #1,2015-11-16,2017,
Online,Hellcase Cup 2,2017-02-06,2659,"$10,000"
"Belgrade, Serbia",World Championships 2015,2015-10-08,1694,"$100,000"
,EMS One Katowice UK Qualifier Cup #2,2014-01-31,1299,
Online,WESG 2016 South Asia,2016-09-22,2455,
,ESL UK Premiership Season 1 Finals,2015-05-23,1772,
"Bucharest, Romania",PGL Regional Minor Championship Europe,2016-01-29,2064,"$50,000"
"Beijing, China",Asia Minor - PGL Major Krakow 2017,2017-06-01,2725,"$50,000"
,MSI Beat it! 2013 Grand Finals,2013-11-23,1269,
,GameAgentsTV Showmatch #1,2014-12-02,1566,
,CS Select #2,2015-02-17,1661,
,RelaxCube CS:GO Christmas Cup,2014-12-14,1583,
,ESWC 2016 China Qualifier,0,2503,
Online (NA),IEM Oakland 2017 North America Open Qualifier,2017-09-19,3138,
,WESG 2016 Middle East,2016-08-14,2376,
,Mad Catz Qualifier,2013-07-30,1168,
Online,Americas Minor South America Qualifier - PGL Major Krakow 2017,2017-04-27,2826,
,ESWC 2014 North America,2014-07-18,1427,
"Los Angeles, California, United States",ESL ESEA Pro League Season 2 Finals,2015-12-10,1986,"$250,000"
,Fragbite Masters 2014 Qualifier #1,2014-03-01,1323,
,Swebus CS:GO Challenge by Inferno Online,2013-04-18,1109,
,ESL One Cologne 2014 European Finals,2014-07-26,1432,
"Barcelona, Spain",WESG 2017 Europe &amp; CIS Regional Finals Female,2017-11-23,3115,"$16,000"
"Kunshan, China",China Top 2017 Kunshan,2017-09-29,3189,"$100,000"
,Caseking of the Hill #5,2014-08-21,1454,
"Riga, Latvia",MSI GOEXANIMO #2,2017-05-21,2869,$784
,xfunction Masters 2016,2016-06-27,1690,"$5,000"
Australia,ZEN Esports Network League Season 1 ANZ Open Qualifier,2016-12-15,2625,
"Shanghai, China",SL i-League StarSeries XIV China Finals,2015-12-17,2057,
Online,FACEIT League 2015 Stage 3 OCE Closed Qualifier,2015-09-21,1936,
,D!ngIT $2000 Weekly Cup #4,2015-06-11,1810,
,The Nordic Games #1,2013-01-27,1050,
,ESEA Open Season 23 Asia,2016-11-17,2581,"$2,000"
"Taipei, Taiwan",IEM Taipei 2016,2016-01-29,2063,"$50,000"
Online,NVIDIA CS:GO Challenge,2017-08-30,3130,"$2,500"
Online (EU),ESEA MDL Season 26 Europe,2017-09-27,3047,"$2,500 + 3 slot at ESEA S26 Global Challenge"
,FACEIT League 2015 Stage 2 EU Qualifier,2015-05-24,1776,
,DreamHack Masters Las Vegas 2017 India &amp; Middle East Qualifier,0,2586,
Online (NA),DreamHack Open Atlanta 2017 North America Closed Qualifier,2017-07-02,2951,
"Copenhagen, Denmark",Copenhagen Games 2017 Female,2017-04-13,2663,"$15,025"
Online,Alienware Liga Pro Gamers Club - SEP/17,2017-09-21,3213,"$2,300"
"Adelaide, Australia",AOC CyberGamer Premier League Winter 2017 Finals,2017-07-22,2894,"$11,185"
,BenQ All-Star Showmatch #3,2015-02-13,1659,
,SLTV StarSeries XII,2015-01-13,1629,
,CS:GO Legends Series #2,2014-09-08,1475,
,CEVO Professional Season 7 Last-Chance EU,2015-04-27,1736,
,DreamHack Masters Las Vegas 2017 East Asia Qualifier,0,2588,
,MSI Beat it! 2013 EU Open Qualifier #2,2013-08-21,1177,
,TNC CM Storm #1 Finals,2012-11-18,1020,
"Cape Town, South Africa",GWZA Season 1 Finals,2016-02-13,2142,
,QuickShot Arena #13,2015-11-04,2001,
,Showmatch CS:GO,2012-12-27,1040,
"Stockholm, Sweden",Pantamera CS:GO Challenge 2016,2016-02-27,2148,
Online,CIS Minor Closed Qualifier - PGL Major Krakow 2017,2017-05-16,2849,
,League of Sharks,2015-10-10,1972,
,ESWC 2013 European Qualifier,2013-09-21,1204,
,Płońsk eSports Challenge,2016-02-07,2139,
"Odense, Denmark",Power-LAN 2016,2016-08-26,2324,"$26,000"
,IEM Oakland 2017 North America Closed Qualifier,2017-10-02,3139,
,EPICENTER 2017 CIS Qualifier #2,2017-09-09,3147,
,LVP Gamergy Qualifier #1,2014-10-22,1524,
,FACEIT League 2015 Stage 1,2015-02-18,1662,
"Philadelphia, Pennsylvania, USA",Fragadelphia 11,2017-07-28,2836,"$35,000"
,LVP Gamergy Qualifier #3,2014-11-19,1551,
,ASUS ROG Winter 2015 Qualifier,2015-01-11,1628,
,Caseking of the Hill #6,2014-08-27,1465,
,FACEIT Cup June 2013,2013-07-02,1162,
China,CSL 2016 Finals,2016-09-24,2161,"$44,200"
Santa Ana,Esports Arena Showdown V,2017-04-01,2681,"$3,200"
"Wroclaw, Poland",GeForce Cup 2017,2017-05-27,2777,"$30,000"
"Famalicão, Portugal",Famalicão Extreme Gaming,2017-10-07,3268,"$3,500"
,ESPC CS:GO #1,2013-02-09,1055,
"Leicester, United Kingdom",ESEA Premier Season 21 Europe Finals,2016-05-07,2215,"$20,000"
,DreamHack Summer 2014 BYOC,2014-06-14,1388,
,SLTV ProSeries VII,2013-10-03,1221,
Online(China),eXTREMESLAND 2017 China Closed Qualifier,2017-09-02,3141,
,Swedish Championship 2012 LAN qual #2,2012-11-22,1022,
"Poitiers, France",Gamers Assembly 2015,2015-04-05,1691,"$20,000"
Online,GO:NA,2016-02-03,2133,"$10,000"
,ROG MASTERS 2017 Benelux Open Qualifier 2,2017-07-19,2995,
,ESL One Cologne 2015 China pre-qualifier,2015-06-30,1831,
"Lodz, Poland",ESL Polish Championship 2016,2016-10-01,2457,"$7,833"
"Katowice, Poland",ESL One Cologne 2016 Main Qualifier,2016-06-09,2258,
,RGN Winter Classic,2014-12-04,1570,
,Liga PRO GamersClub - JUL/16,0,2362,
,DreamHack Open Denver 2017 Europe Closed Qualifier,2017-09-24,3199,
"Stockholm, Sweden",Inferno Online Pantamera Challenge,2015-02-07,1622,"$27,238+"
Online (NA),EPICENTER 2017 Americas Qualifier #1,2017-09-02,3148,
,GDK CS:GO Tournament,2014-12-02,1567,
,ELEAGUE Season 2 Europe Open Qualifier #2,2016-09-04,2400,
Online,WESG 2016 Canada,2016-09-27,2474,
,South East Europe Championship,2014-12-13,1568,
,ESWC 2014 China LAN Qualifier,2014-10-03,1501,
Online,iGame.com Nordic Invitational,2016-10-09,2499,"$5,000"
Kaunas,InfoShow Lan Party 2017,2017-04-22,2808,"$2,140"
,ASUS Finals 9,2015-12-19,2087,
,FACEIT Spring League Closed Qualifier,2014-04-28,1356,
Online (Europe),X-BET.co Invitational,2017-10-18,3290,"$3,500"
,GeForce CUP at ESPORT NOW 2016,0,2266,
Online,DreamHack Austin 2016 Closed Qualifier,2016-03-27,2197,
,ESWC 2013 Sweden,2013-10-12,1237,
Saint Petersburg,StarLadder Female Stars Championship,2016-07-16,2316,"$10,000"
"San Jose, California, USA",IEM San Jose 2015,2015-11-21,1865,"$100,000"
,GSL Baltics Samsung Open by Gameshow,0,2327,
,SLTV ProSeries X,2014-08-22,1456,
Online,WCA 2017 North America Qualifier #1,2017-07-16,2936,
,ESEA Invite Season 18 NA,2015-01-11,1623,
,Millenium Showmatch,2014-09-16,1484,
,Go4CS:GO Cup #64,2013-10-06,1227,
,IEM Sydney 2017 China and Mongolia Qualifier,2017-03-25,2747,
Madrid,ESL Major Winter 2016 Spain,2016-12-20,2626,"$4,180"
Online,Farmskins Championship #1,2017-05-25,2872,"$25,000"
,Fragbite Masters Season 4 Qualifier #2,2015-04-21,1730,
,ESWC 2012 German Qualifier,2012-10-03,986,
,CIS Rising League Season 1,2014-06-17,1389,
Online (Philippines),eXTREMESLAND 2017 Philippines Qualifier,2017-09-21,3206,
Online (Europe),DreamHack Open Winter 2017 Europe Closed Qualifier,2017-11-12,3272,
,FPL Challenge by Björn Borg,2015-02-10,1643,"$6,100"
,BOT World Championship 2016,0,2203,
,D!ngIT $2000 Weekly Cup #33,2016-01-11,2101,
,Virtus.pro Staff Cup #1,2014-11-15,1544,
Online (Europe),Play2Live Match,2017-11-17,3364,"$1,500"
"Aspen, Colorado, USA",MLG X-Games Aspen 2015,2015-01-23,1600,"$50,000"
,99Damage Arena #18,2015-12-17,2084,
,D!ngIT $2000 Weekly Cup #8,2015-07-13,1844,
,FACEIT League 2 EU pre-qualifier #4,2014-08-24,1459,
,X5 Mega Arena CS:GO,2014-09-28,1496,
,The Masters 2017 -  Amateurs,2016-12-22,2631,"$5,035"
,ESL Pro Series Germany Spring 2014,2014-05-10,1341,
,D!ngIT &amp; NCSC Korea Qualifier Season2,2016-01-01,2094,
Online (Balkans),Esports Balkan League Season 1,2017-09-11,3014,"$2,800"
"Lodz, Poland",ESL Polish Championship Summer 2017,2017-09-15,3184,"$16,625"
"Stockholm, Sweden",DreamHack Open Cluj-Napoca 2015 Qualifier at DreamHack Open Stockholm,2015-09-22,1693,
,Dust2.dk eOddset #4,2016-11-18,2576,"$1,800"
,ELEAGUE Road to Vegas Closed NA Qualifier,2015-12-16,2082,
"São Paulo, Brazil",Brasil Game Cup 2016,2016-09-02,2391,"$6,140"
,MSI Beat it! 2013 US Finals,2013-09-11,1196,
(Online) Asia,ROG MASTERS 2016 Last Chance Qualifier,2016-10-30,2545,
,DreamHack Masters Las Vegas 2017 Europe Closed Qualifier,2017-01-09,2633,
,Uprise Champions Cup Season 3 Qualifier,2015-06-11,1811,
,LVP Gamergy CS:GO LAN Finals,2014-12-05,1572,
Online,D!ngIT $2000 Weekly Cup #20,2015-10-05,1967,"$2,000"
,RGN Brazilian Open,2015-09-04,1922,
"Hong Kong, Hong Kong",ROG CS:GO Hong Kong Tournament,2016-08-06,2360,
Online,99Damage League Season 4,2016-12-12,2617,"$10,535"
,ESEA Intermediate Season 14 Europe,2013-05-28,1143,
"Porto, Portugal",AlienTech CS:GO Invitational I,2016-03-18,2180,
,SLTV StarSeries VII,2013-08-14,1175,
"Amsterdam, Netherlands",ESL Benelux Summer Championship 2017 Finals,2017-06-24,2953,"$7,243"
Online,Arab Gaming Championship 2017 Summer Open,2017-08-22,3109,"$8,170"
,DreamHack Stockholm SteelSeries CS:GO Invitational 2014,2014-02-21,1318,
,99Damage Arena #16,2015-11-30,2043,
"Malmö, Sweden",DreamHack Masters Malmö 2016,2016-04-12,2099,"$250,000"
Online (Denmark),Dust2.dk eOddset Masters #11,2017-06-20,2931,"$1,500"
"Buenos Aires, Argentina",Gigabyte Top League Finals,2015-12-13,2066,"$2,000"
,RoG Finals 10,0,2293,
Santa Ana,Esports Arena Showdown Championship ,2017-05-05,2679,"$20,000"
"Zagreb, Croatia",Vip Adria League Season 1 Finals,2017-11-25,3295,"$11,600"
,DreamHack Valencia 2013,2013-07-18,1165,
,ESEA Main Season 17 Europe,2014-11-11,1537,
"Birmingham, United Kingdom",ESL UK Premiership Autumn 2017 Finals,2017-09-23,3210,"$8,639"
"Huntington Beach, California, United States",ROG MASTERS 2017 Americas Regional Finals,2017-11-04,3259,
,BenQ All-Star Showmatch #4,2015-06-13,1812,
Online (North America),Americas Minor North America Closed Qualifier - ELEAGUE Major 2018,2017-10-15,3257,
Online,Razer Rising Stars European League Qualifiers,2016-03-08,2164,
Latin America,5K Maximum Level Season 1,2017-04-18,2805,$250
Online (Europe),Europe Minor Open Qualifier - ELEAGUE Major 2018,2017-10-14,3254,
"Zagreb, Croatia",CSadria Championship Season 1 Finals,2017-06-03,2881,$500
,Uprise Champions Cup: Europe EU Qualifier,2015-11-04,2000,
,SteelSeries Finals,2012-12-01,1026,
Reykjavik,Tuddinn / HRingurinn 2017,2017-08-13,3089,"$2,634"
Online,CEVO Main Season 12 North America,2017-05-01,2841,"$10,000"
Online,Dust2.dk eOddset Masters #8,2017-04-04,2771,"$1,435"
,FACEIT League 2015 Stage 2 Oceanic Qualifier,2015-05-27,1780,
,ESEA Invite Season 16 Global Finals,2014-06-28,1390,
Online (NA),DreamHack Open Atlanta 2017 North America Open Qualifier,2017-07-01,2949,
,DreamHack Summer 2014 pre-qualifier #2,2014-05-26,1371,
Sao Paulo,ESL Brazil Premier League #2 Finals,2016-10-29,2540,"$4,800"
Online (EU),DreamHack Open Atlanta 2017 Europe Closed Qualifier,2017-07-02,2950,
,Gaming.dk SteelSeries Championship Invite Finals 2013,2013-12-14,1276,
,FPSThailand x SteelSeries Pro League Season 1,2017-03-25,2740,"$5,200"
Online (EU),G:loot Cup Summer 2017,2017-08-20,3106,"$8,992"
,D!ngIT $2000 Weekly Cup #23,2015-10-26,1992,
"Duisburg, Germany",ESL Meisterschaft Winter 2016 Finals,2016-11-26,2511,"$14,950"
"Buenos Aires, Argentina",GTL Tecnofields 2016,2016-08-10,2336,
,eSportsventure Cup,2014-04-28,1353,
"Shanghai, China",ZOTAC Cup Elite eSports Arena,2017-06-16,2920,"$14,830"
,ESL UK Community Challenge S1 Cup #3,2014-05-20,1366,
Online,MLG Columbus 2016 Last Chance EU/CIS pre-qualifier,2016-02-02,2070,
"Prague, Czech Republic",Tiger Masters Season 3 Qualification #2,2017-08-19,3103,$900
Online (Asia-Pacific),WCA 2017 Asia-Pacific Closed Qualifier,2017-07-24,2932,"$37,400"
,99Damage Arena #4,2015-01-12,1625,"$2,500"
Online (Europe),WESG 2017 Eastern Europe,2017-10-04,3236,
Online (India),ROG MASTERS 2017 India Qualifier #2,2017-08-05,3033,
,Gaming.dk League by SteelSeries Season 5,2013-01-08,1041,
"Belgrade, Serbia",World Championship 2016,2016-10-06,2311,"$100,000"
,WESG 2016 Singapore,0,2502,
,ESL Major Series Winter Season 2012,2012-11-08,1009,
,EMS Winter 2012 Portuguese Qualifier,2012-10-03,984,
,Gaming.dk League by SteelSeries Season 6,2013-04-16,1108,
,Hellcase Cup 1,2016-12-22,2629,"$3,000"
,ESL Pro League Winter 2014/15 Polish Qualifier,2014-11-12,1541,
Online,Alienware Liga Pro Gamers Club - OCT/17,2017-10-19,3301,"$2,300"
,ESL Pro Series Poland Season 9,2014-09-21,1488,
"New York City, New York, USA",ESL One New York 2016,2016-09-30,2239,"$250,000"
,Game Show CS:GO League LAN Finals,2014-10-03,1502,
,Fragbite Masters Season 4,2015-04-28,1674,
Online (EU &amp; CIS),Mother Russia 1xBet,2017-07-26,3002,"$10,000"
Online,Asia Minor SEA and India Qualifier - PGL Major Krakow 2017,2017-04-24,2787,
Online,iiyama CS:GO HomeMasters #3,2017-08-12,3073,
,Acer Predator Masters powered by Intel Qualifier,2015-04-25,1734,
Online (EU),WCA 2017 Europe Main Qualifier,2017-09-25,3122,"$43,915"
Online,ROG MASTERS 2017 Americas Open Qualifier,2017-07-25,2989,
Online (EU),King of Nordic Season 7,2017-05-05,2846,"$11,389"
"Vitoria-Gasteiz, Spain",WESG 2017 Iberia LAN,2017-11-10,3321,"$15,910 + 1 spot at EU Regional"
"Cologne, Germany",IEM Gamescom 2015,2015-08-05,1861,"$85,000"
,E-sport-bets Celebration Show-match,2015-06-23,1823,
Online (Europe),CBE 2017 Europe Closed Qualifier,2017-08-01,3029,"$2,370"
,Global Offensive Champions League Season 1,2015-03-24,1681,
"London, United Kingdom",FACEIT League 2015 Stage 1 Finals,2015-05-01,1606,
Online (EU),LOG Cup #3 by CSMONEY,2017-07-27,3019,"$2,000"
Online,ROG MASTERS 2017 Mexico Open Qualifier,2017-07-15,2986,
"Beijing, China",WCA Season 1 China Finals,2016-05-18,2256,
